StudyTime,Score,Subject
10.636754017298333,29.67201344589172,A
10.709644989100703,28.683509747709778,A
10.765031242656162,28.406535952357054,A
10.267165939141082,29.439071894993365,A
9.136992296082274,26.987196666192776,A
11.016008284156264,28.40240317765675,A
11.572846511594618,30.483551674282683,A
11.524125181695094,29.3311111824155,A
10.422474508975222,28.448728332138653,A
10.942036527800626,29.445224555999655,A
12.575903821681145,28.994119002571086,A
9.551547419162725,30.142434313206362,A
10.962594893482121,29.986159818115734,A
11.297063381926279,28.81273897712647,A
11.716801737054839,31.38008022156317,A
10.275385890231957,27.747195872758784,A
9.249618992199256,27.44556426272513,A
11.4845419305102,30.999857092871203,A
12.34507456456815,29.652970763620846,A
12.03118249928358,29.428781333535355,A
10.421559100617554,30.358662170735794,A
10.851880468466858,28.94386796652185,A
10.100628745758284,29.763048249428756,A
10.883532318792792,29.277338049506316,A
10.72438023198333,28.336340684598987,A
11.092067967371413,28.168204517115345,A
11.261529094555817,29.751732628293883,A
12.20570236602186,30.489370343331906,A
12.099636562672337,29.119083972156353,A
12.177923423940575,29.213651607913842,A
10.66601779527899,27.869247414209408,A
10.12309189557298,28.983762986180405,A
13.695319717107694,30.58238700685958,A
9.69852752869018,29.24343046354739,A
10.018059215602868,27.955177884759397,A
11.029054900339718,31.785633340374975,A
10.633011837139986,29.15011180118215,A
10.474759199883643,28.606772641576395,A
10.260954510099879,27.29468897308633,A
11.389648956386578,30.74080198813368,A
9.661078367977519,27.75997373905703,A
10.942832700726987,29.185004008639226,A
10.737590592925295,28.135184462901883,A
11.487950291011822,28.427988941039267,A
10.895754631268817,29.498127718090924,A
11.976108506243222,31.863344983635294,A
11.690451889837636,30.090728636946306,A
12.276806967536617,29.259941312831256,A
11.211575996680734,30.422341681070407,A
12.29385765960727,28.40066204273707,A
12.121183462384042,30.07343859315283,A
12.94332125735265,30.118015792321888,A
11.39684372006372,29.583763007345734,A
12.481828861732819,30.246023831654615,A
12.41564283103893,28.244576420190256,A
9.579320315980661,26.603919858086023,A
10.8810878271277,29.633088003880747,A
12.408191506903394,30.43685042574249,A
8.900810385229011,27.853155476171654,A
9.422128147857318,28.289588334245497,A
9.871805369965912,28.2065436867558,A
11.970537040445205,28.401003948932107,A
11.019530815058014,29.929711551956046,A
8.83129895343824,27.381125952412592,A
12.40312653920184,29.212840177583704,A
9.99054079048979,28.05299561452783,A
12.357641842407977,31.23494978087572,A
9.6208779108694,28.98054409933195,A
11.330528658738094,29.32025715086523,A
10.817077821075497,30.21764011615614,A
11.892568081561624,29.380559548090854,A
12.28413744180299,30.341711120393274,A
11.931539300381544,29.83774300404833,A
10.982480492712408,28.530633800823377,A
9.727448430443555,29.556551297575858,A
10.684882354662482,29.023041128004657,A
11.967680625389542,28.83029075712116,A
11.177132710635476,29.16813377638269,A
9.281766334451705,28.09089097178337,A
10.691212730020284,29.089363017275634,A
9.465693820682565,29.349564959377318,A
13.125251849470114,29.59613048293191,A
9.031162166647457,27.968573663078054,A
10.96259643832955,28.524624231984554,A
11.957216932380128,28.535811481573184,A
10.954597687928182,29.591272586737468,A
9.693887135219894,27.946316449737644,A
11.905775740432944,29.149984290560646,A
10.097706084166973,29.057652644497644,A
9.884068910956291,26.49235693350117,A
11.438423478799923,30.156397413367007,A
10.454921947668517,27.09294653611267,A
12.260870865759495,28.39339435963372,A
10.469651779396745,29.858921961203063,A
10.662487730160343,27.513374453376954,A
10.367537239719832,28.750099227078607,A
9.912067589797616,28.35013738281743,A
10.9257187467314,29.628417760121927,A
11.391067911886356,29.78694941090065,A
11.603105973951791,29.15552723273466,A
11.605660131943887,30.797397718778832,A
10.846774524368175,28.505406274722283,A
10.862265645165637,28.633683802614655,A
12.4724984208014,28.3156529409331,A
11.352466792049249,28.990241771678647,A
12.178353227447893,31.09213684940649,A
12.54650422523375,29.43758704680642,A
12.076442487490977,28.061071124144796,A
10.475646796288297,28.455870530391433,A
10.71254324410576,27.999201152159692,A
11.092769416659765,29.611716391998343,A
11.932442337221415,29.648454603047774,A
10.093261723774713,28.038152960240556,A
7.979759207453492,27.76754195859322,A
9.765770473401263,28.29263202115017,A
10.874359910073744,28.251239885223853,A
11.127461455140038,29.275650824356006,A
11.790050726488502,27.852750879165747,A
10.530933968249336,28.269709732652277,A
10.45987373731825,28.4234032889146,A
11.63825040836457,29.97879336001964,A
9.913659862250498,27.73347582540531,A
11.22835016018291,29.71367307042378,A
12.246244454641802,28.71766259054984,A
10.793803722580172,27.988991199470586,A
10.260281196249927,27.694329888918165,A
9.66956994202963,27.522552921712595,A
11.832021393079588,28.62061048222785,A
11.359435201770888,28.562998967321683,A
10.22194640215241,27.061403431971982,A
11.71025978111727,29.474369417077042,A
12.621210673033431,30.608234483025775,A
10.600789358983883,28.245320210783035,A
10.932141646268839,28.729798157783197,A
12.153488044668002,28.75944472691217,A
11.516388571822336,30.011495560838775,A
11.250114580845132,28.327416657624642,A
9.84238918497382,28.423222430396294,A
11.404825099018815,29.172226295446634,A
11.516869176268997,30.32111445982367,A
9.839424771787254,27.612452966642007,A
10.877236672942493,29.074823850292752,A
11.806130065877465,29.221299465687636,A
11.748738860970176,30.651215593474028,A
8.693268784262283,27.45658847535248,A
10.965016659545032,29.464736537295842,A
11.351716044689882,28.499610455307508,A
10.495538625034445,28.503116390444028,A
8.908328852068994,27.84184226161075,A
12.322483898919122,29.395034948146936,A
12.916893209176765,30.301802260193213,A
9.740929854656565,27.902674683079418,A
10.17545702916542,28.128292048198816,A
10.854970745321028,29.136175344062174,A
12.805485127139217,29.08403377461883,A
11.552625843962334,28.23482469139546,A
11.019526497353453,28.113818229749235,A
11.466382433049562,30.128072249154048,A
11.263197672166015,28.31555975191472,A
11.659556934352542,28.338884444948985,A
9.688066514802758,29.079194611482084,A
11.922567570256287,29.049069626253747,A
12.05560071743415,30.364666960642378,A
11.150783185499105,30.419751189438045,A
9.277531950123299,27.25913013597453,A
10.337812409050784,28.75495566409386,A
10.353588047656496,28.4228498991516,A
11.80636286167612,28.49771860652545,A
11.54436095668567,28.24398481179342,A
10.194453676737638,28.51903208106298,A
10.831058256976704,28.61005067444855,A
10.042457902894357,30.295658097622944,A
13.190402786026551,30.276525537928208,A
11.108349242731219,27.484866059512537,A
10.061166620064652,30.411619863141294,A
9.855999419150638,29.018255883033152,A
12.144636050388993,28.99180170470496,A
10.845458386677684,29.053348469618555,A
11.604658923005479,29.374567179415436,A
10.061583825691105,28.57732404142634,A
11.607431037076179,29.246349656937674,A
12.348010140463835,29.550332501041286,A
11.165047502546502,29.49277071158609,A
11.510360024121228,28.29203589929032,A
11.583023079339535,28.67669579196638,A
9.839348888270825,29.854335871231754,A
12.258130375631643,29.51901352864706,A
10.815713377210654,29.56530475858106,A
10.940308957840692,28.356896801400644,A
11.551928796202937,30.945710909711433,A
12.012382195065674,30.071093552782912,A
9.23117327532099,28.663183012995205,A
10.255203639486748,27.75110006907571,A
10.84190040301807,27.561595121819305,A
10.116015144438922,29.482119950668075,A
9.965772211442266,29.625300694742062,A
11.096881404520461,27.953996314813864,A
10.990948779487653,29.345383504506696,A
9.823788132791975,28.918045228488143,A
10.606876780567188,28.299606496955995,A
12.003539022522872,28.22453478896653,B
11.400987811985027,27.43294673456303,B
13.482679233099446,27.828881975184856,B
12.267134574765048,27.81355178178807,B
12.26893591406572,27.201254494216002,B
12.93470778035214,27.58304334345968,B
11.135666627407085,28.011801109209078,B
10.446199144130086,26.409901685563362,B
12.191887195978587,26.81501604448129,B
11.968536509118076,29.345069989753867,B
11.57836412882316,27.933737208415742,B
11.50464186577278,26.39828365884695,B
10.053639422509477,26.61350671549764,B
12.834029545986922,28.440141016852074,B
11.20826338420953,26.97241532945192,B
9.940674951668424,27.36735736480842,B
13.030008889891736,28.603651623101186,B
13.220906084913175,27.477810820769037,B
13.487197483862222,28.588908914200804,B
10.876365534157667,28.809771317208774,B
10.118864703442034,28.05371051656751,B
12.993982677563563,28.142013369461033,B
12.685991352641409,28.840853739146965,B
10.128007425676998,27.530823646334767,B
11.601359104170248,27.703457579556094,B
11.985120656397303,29.275322771758752,B
11.514371203394532,27.362927629539982,B
10.828045871689588,26.55945629624629,B
11.523092629222216,27.5025868842827,B
12.322357433867744,28.064979460463086,B
11.905131695406602,28.377232373697794,B
13.178857689193084,27.6753720498741,B
13.520183026854255,28.82847677323212,B
11.028709011108154,28.155301353082898,B
13.818223001795118,30.348068074616783,B
12.173857276200497,26.726844753757316,B
12.807555697317849,28.407637278377685,B
12.293732079673356,28.78251009727255,B
9.910261150317098,27.943892330049646,B
11.338000873786235,27.51461508022245,B
12.749116830944693,28.47697567119232,B
11.831791565593619,29.435326602838554,B
12.235670147025296,27.96471607025383,B
11.94104806025415,29.66812959973716,B
11.785427128928589,27.637997876954014,B
12.697707069398023,28.4944066600581,B
12.354934165622637,29.716169587911466,B
12.367381231938293,28.856582921161255,B
12.911812846591197,28.59402809368013,B
12.20672154717418,28.44464650908203,B
11.444075304800677,27.98725554172865,B
12.691609144848442,28.769028389458008,B
11.912734225508022,28.3467493837586,B
10.214610960869194,27.384424158398215,B
13.418315210043575,27.836593393124833,B
11.557748794003706,28.144151662138277,B
10.937609491777662,28.075488944970765,B
13.606310520469274,27.175441944264847,B
12.409646813580288,28.72802405427012,B
11.239336815562448,27.845836905598933,B
10.606573650687155,26.95522850333194,B
12.25122689998704,29.05325615169783,B
11.396715902411458,27.074435467165845,B
10.941497498624347,26.591187467881216,B
12.773477006259602,28.740954218423976,B
12.207389080069163,27.413893317736584,B
11.039792535922679,28.84381541247551,B
10.674888665213222,25.960075289866523,B
12.291260524150204,29.15367171403163,B
12.150279670856099,28.7641329021268,B
12.836549723600212,28.65002451384864,B
13.495571882922828,28.22153839328992,B
11.343465845811759,28.085784782519568,B
11.93242694561026,28.009655378741943,B
11.032681623674002,28.04185190702028,B
13.521259722110097,29.16045262244247,B
11.102680327138843,27.263470973204512,B
11.267137503149764,27.296974391616892,B
12.317477795652133,27.076403164581052,B
11.617736038300071,27.884945454750806,B
11.494051378768916,27.342480602937005,B
11.30926654340285,28.101026423473574,B
12.484099928548382,28.457913450437893,B
11.375535831922491,27.537688141306326,B
11.829662040101926,26.607059102604655,B
11.536565369579776,25.88686192390972,B
9.801086154325688,25.99199563108175,B
10.136193432611048,27.412723788228003,B
11.980314526806923,29.072725759147545,B
12.717243778268193,26.68283024198508,B
12.213342566929654,26.536971693642542,B
13.87046512998771,29.688463719275163,B
13.121999293487615,27.64701123852991,B
12.312840426996258,28.626294875271217,B
13.055249694476522,29.463185839331146,B
11.346818662177018,26.430431197971437,B
12.384526687576304,29.15792465308139,B
11.220420104079246,25.986887760961515,B
12.712853884112684,28.358902786493235,B
10.934426818264114,29.517783283455742,B
11.615245368714975,28.335084989319284,B
9.8421514302668065,26.628938267888334,B
14.021479431870182,27.758118331346196,B
12.026363650980157,28.951365464991586,B
11.497383001675617,24.75411439500086,B
12.855048752308159,28.102928006068367,B
12.755000281377054,27.598801601524094,B
11.259767386994506,27.5565364130964,B
12.13341428323958,27.91674964998105,B
11.607325983558736,27.883688459232296,B
12.351860905080681,28.65570707016224,B
10.924294515916063,27.4329563677878,B
11.785632882617735,27.691551185024224,B
11.910945241999446,28.444328172012828,B
12.313339315363415,28.792102878157202,B
11.545536038840856,27.839349094491403,B
13.081418414512495,27.88884450337336,B
14.564301130805003,28.031412508895798,B
14.476842868821397,30.700390341848955,B
11.000888695508976,27.817230939541997,B
10.402156629213849,27.44354370272619,B
10.936374591886935,28.64932885790648,B
11.445010232404368,28.25434711505585,B
13.008193687213765,26.88234394728348,B
11.277394441982928,27.589722415731224,B
11.79697667827895,28.060383989409804,B
13.115571257615887,28.90921748703502,B
10.83391106342667,27.691250078326096,B
10.81609219078755,27.576077778207537,B
13.155400520080066,29.606027678422386,B
13.432276929233149,30.267627770646804,B
11.94700821153271,28.853115337933637,B
12.21820556519212,27.56835190952451,B
11.876181938415032,28.332696789512305,B
11.813418230644928,27.103305479784016,B
10.678208775454845,26.342319494793138,B
10.421445788346698,26.041594433788113,B
13.204399853118542,28.377420238265422,B
12.000139080667719,27.196999255756275,B
10.618230480181065,28.106084813107042,B
12.196598571864852,27.210892294295096,B
12.231496151605747,28.72435844642226,B
12.296191974267513,28.923258465380872,B
11.219618028966542,26.75006737922467,B
11.857811762522253,28.330147155587344,B
12.652740833748304,29.678019032663503,B
10.799566523729379,27.025418897727228,B
11.522349334848611,28.29658862080117,B
12.43596204924441,26.378043910438773,B
11.6092580807785,28.32055369091582,B
13.970978467444901,29.10327800776272,B
12.085316981777597,28.658776889647577,B
11.074325060246391,25.897638449799544,B
12.20336579349648,28.707340383925636,B
11.722084499720872,28.044882099744914,B
11.017172191226281,27.478896469311252,B
12.379448243048568,27.552462062834532,B
10.909440911563157,28.067254631626493,B
14.433479651622893,30.71984519558804,B
11.541299163901964,28.25628412239541,B
13.582125893240903,28.822062381605775,B
10.09515230885765,26.540770800147754,B
11.18531190237161,27.014374142066405,B
12.878510321739359,27.446017633801763,B
10.84348176339972,27.407690393808572,B
12.765844816378305,30.387883659340506,B
11.531039027254987,28.85457762794359,B
11.96251050318846,26.930839565154987,B
12.028183870545961,28.0943803377718,B
12.264327548927398,29.34565720376329,B
11.589683626767718,26.58115608963446,B
12.891102532608631,27.024060859187436,B
11.927238524379561,28.642846571324682,B
11.929325658929933,27.309457516665635,B
12.122898186018336,27.41305043900917,B
12.35540996763135,28.288371150592244,B
12.671458244517511,26.71674733989142,B
11.942365545599666,27.811924214038747,B
11.497013160664476,27.44830839444623,B
10.146723458640018,27.654930397840687,B
11.545588019380414,27.869623550788443,B
10.281986725603689,26.991362949309767,B
12.894415651314592,28.627114297152648,B
13.834344843016458,27.915146083767773,B
12.65531775851196,30.56687855142594,B
12.566032030827479,27.67020517724827,B
11.944959885275388,29.589227773704774,B
12.533089096090562,28.991271447654164,B
12.985842327914801,28.14886136634491,B
13.313591004918855,29.027460439830154,B
13.247928782545426,27.88165151879272,B
14.036696256495189,28.884489727089644,B
12.076059148527278,27.44593460145967,B
11.982238824909881,28.29523004396113,B
11.559719918585962,28.24261613510456,B
11.863729801372443,28.29997373198729,B
11.185010490783533,26.990625548166793,B
12.912429964325622,27.845910414311067,B
12.47731332351825,29.24080424451936,B
14.509930648220557,29.98598617595561,B
12.89260518438511,25.850079976772896,C
13.416932100112911,26.84639390177315,C
13.780483673010405,27.443543857766336,C
12.131103707010588,25.65355463806577,C
12.691554700882362,27.87680603509603,C
12.865990720506684,26.6743899310941,C
13.639583224316675,27.030675553378046,C
12.670321838620925,28.23409522820537,C
12.72354357552296,25.26070842644477,C
13.203679150432016,27.73921045719456,C
11.895564987029433,26.855713024831406,C
13.85013086675303,26.99325654590896,C
12.52279235763509,25.810978098294612,C
11.088170826332444,26.095526061411185,C
14.066579025656328,28.03256178169358,C
13.486809830542079,28.37695769713422,C
12.878975790759018,28.309375416893932,C
13.000292449712434,27.379330559356365,C
12.712633729980771,27.46839252049814,C
12.616760350209402,27.082710589836413,C
12.728777875154055,26.85969576354296,C
12.8366196852466,24.78143495532843,C
12.49257988259841,29.266420149155024,C
16.693404409702516,29.75262105382166,C
12.995001767765466,26.25899049627469,C
14.225206642335792,27.4367540878284,C
12.395189564851776,25.791358383125804,C
12.783130479556302,26.718097610067783,C
15.474776498064342,28.764350571007434,C
13.552132075761186,26.856052548446627,C
12.720542173189706,25.662256420660068,C
11.985226559567899,25.358968733480886,C
12.424935719430787,27.77936445817693,C
13.016201629667407,27.324428486550648,C
13.02875287060103,24.430708962118274,C
12.545259246478802,27.210800903610096,C
13.164856597668544,28.837601865093802,C
14.505802666686785,27.619075754328996,C
12.429962421865472,25.956480704884115,C
13.04327067263361,26.02450411413645,C
12.42745742279575,27.404869377041745,C
13.018076335354401,27.68469645189015,C
12.60026891901323,26.744799510386212,C
14.616194519172126,27.809765685445527,C
11.52261718367877,26.21165095660895,C
13.64986617856343,26.46223977640974,C
12.250523032456277,26.04051669650689,C
13.039181806501446,26.696772875354043,C
14.010612545123884,28.24358806739025,C
12.281209672110062,27.213993640406166,C
13.726608400959664,27.68017000689279,C
12.382008156876243,26.429910291518357,C
14.046574432202304,28.09147024338935,C
14.18951638324851,28.490649409521023,C
14.101168780863201,27.987543312511985,C
13.202104865574427,27.834138497670978,C
12.68335049959949,27.178744816036723,C
12.834887489631132,27.98116654877857,C
11.609720210422378,26.67672670672117,C
14.169142171311625,27.081437359636332,C
12.165855395350274,25.593641339174912,C
12.596324643275826,26.50126290206715,C
11.83109634999043,26.157187334806807,C
11.364946615505453,25.803974090503527,C
11.794381405432773,26.305587916522885,C
11.961254505413764,25.62628332277531,C
12.627658854687713,28.22443657627932,C
13.063260684184018,26.489157124110505,C
13.4429693032677,28.361256656625176,C
13.035246026885797,27.548321874455723,C
12.938272694805658,23.904233436054923,C
13.388939705855258,27.140484926791974,C
12.294699500889763,26.60992401647684,C
13.38822472911094,26.712767178927084,C
14.680981451491231,27.905200300140407,C
13.081282569049685,26.928533765024568,C
12.899925460125763,27.99499384409173,C
13.302202140058268,27.592056615744454,C
13.181375115593026,26.563151180284642,C
13.615522521857333,27.05146804500577,C
15.774289352403526,27.818096038686598,C
13.56598301864761,25.12040729236201,C
14.118808925971402,28.04700133480712,C
11.886171676238241,27.126422663834475,C
12.535599403144277,28.26921328487266,C
12.40511605958234,25.896705635016183,C
11.14238605845725,26.34339057413579,C
11.376419599895401,26.284072863810696,C
13.108735538513429,27.585585329344504,C
12.671656219074148,26.55941719338132,C
12.033505858282584,27.21158851605065,C
11.238254099544795,26.803962566570938,C
12.897393107297594,28.79499847358043,C
13.860625549228498,26.521305880091425,C
14.986430987769214,28.834250551358547,C
12.629105141761178,26.744123433200937,C
12.828972091786099,27.254755575331025,C
14.165828465116974,27.036712991461954,C
14.621477420633992,27.53813300544945,C
12.825412816175579,28.64946793038374,C
11.286148391363703,26.289398093686668,C
12.601029198145406,26.374488079582484,C
12.898002692292106,25.760472223956626,C
14.514357238207339,27.689155432740655,C
13.37442491810743,28.249079440479456,C
13.35752136289139,27.927915031402218,C
11.799563104752217,26.824998824816888,C
14.633119326514478,27.80314756696009,C
12.987850707210583,27.46680442695284,C
12.703023624762967,26.407304866836782,C
11.968161554910148,25.95340439079208,C
13.53019435706845,27.655700925521867,C
14.311996101646024,28.647341527915216,C
13.339074712173108,27.196411876518347,C
12.565789099837987,27.21157001850921,C
11.695210066835644,27.4950208445432,C
13.647177988514972,26.053797512999168,C
11.761005645567149,25.428917728467642,C
13.468785261019057,24.724007141984032,C
11.715115642827039,26.503552860055876,C
13.98110765161612,28.26036766580882,C
12.306097039020267,26.16617859142427,C
11.23634336417961,26.03727018421879,C
14.237936400188342,25.907783988616185,C
12.76667957015811,26.681793701035044,C
12.657958788485754,26.76880048807032,C
12.250937487332049,26.720035797962964,C
12.585134917979012,25.28562292910928,C
13.781309179355006,26.369942276395513,C
14.14899981773004,30.061097053112967,C
13.568569054843893,27.54777521023657,C
10.770268155445091,26.565860304701246,C
12.422263019516542,27.235379971725788,C
13.585814673387812,27.56964685181732,C
12.728867053210045,26.097271955286335,C
14.191381332547456,27.07288099630873,C
14.023116759556842,26.38364863098895,C
12.167937402085071,26.681873923554647,C
13.451602086870032,27.358349435671467,C
12.339381162231902,26.62813181028902,C
13.908093657481942,27.661212530427026,C
11.509977159633651,26.484857057057027,C
12.610738888376396,25.656872226749243,C
12.063970250638686,25.714025407737385,C
11.143689410977023,25.364420577206328,C
13.56863477057145,27.214113871106875,C
11.478571990577551,25.716751101335227,C
12.701590744965747,26.013831239633436,C
10.928647517020579,26.74084085429096,C
12.831096502992693,26.552869928856268,C
12.781118007930269,26.650114023265893,C
11.889960429130943,27.289608468902966,C
13.76853380669277,28.190354915304106,C
13.853299355242324,28.647447396849863,C
11.691593443494655,26.95837070109998,C
13.430512953813995,28.05732915809729,C
14.919976278137632,29.132788883289273,C
13.197549930678791,26.715365897870083,C
13.87443071356255,28.33976963659024,C
12.864357201689451,27.306665273232582,C
14.721993096546022,26.646614901670432,C
13.8870755185842,27.878687283648794,C
13.35078748219588,27.226032341676344,C
13.274293795329452,26.877346124839626,C
13.609783093085225,27.437368435950376,C
13.337532727379745,27.13488511183185,C
12.95884981946534,27.079920374561336,C
13.858019347985827,27.00619083912945,C
12.090775722038337,27.807771985296363,C
12.908170995250849,27.812763626940686,C
12.280746669598221,26.608241090146297,C
12.630819598192836,25.50715219468868,C
11.684197784489523,25.957922745334187,C
13.31796565846863,25.903851813084877,C
13.61261985907845,26.54901419539081,C
11.134188558829075,25.56300241343237,C
10.596944398131875,26.551164744364236,C
12.97972914455983,27.239615996925224,C
13.695538596453165,28.172480156693148,C
12.279562587560218,26.65181193831562,C
11.242151740351972,26.585538632731016,C
13.875588622715366,27.336602777283414,C
14.976195573396978,27.99900752789571,C
14.92480104983127,27.631770820623835,C
13.72119231699672,27.2939325215745,C
11.83730008067632,25.305060354925658,C
12.943350371217516,26.39610186122984,C
12.878109039434786,26.552931210465033,C
13.58847346427632,26.79336349445271,C
12.285188040202698,26.875343457446878,C
12.206268863082801,25.979194826854012,C
14.367606369371266,27.514593636321933,C
13.848942053478591,28.28855772731631,C
13.330431467679988,27.63851840195758,C
13.545541664593397,26.44628680780224,C
14.857959255494336,27.531346238261765,C
14.10778090497243,26.890058827648843,C
12.673084761252973,25.876008857995878,C
13.548511007762405,28.36449068221526,C
11.792512379943556,28.517033158119236,C
14.090052508137521,24.78896818265327,D
13.97767737523307,25.6959030052061,D
13.147076527931356,24.384874716437757,D
15.522192078968441,25.690789861226534,D
13.3877459335339,24.69687960480716,D
13.349233933274595,24.86458385254124,D
12.952059965128264,25.63922124677254,D
13.933565966698785,26.271661172390857,D
14.960905783036658,26.886931411700147,D
15.219083054986724,26.008438899234886,D
13.31905540722624,26.261620866072576,D
15.260470250945847,26.799515184927053,D
12.799462319991733,27.217189308482453,D
16.005956715860144,26.223983139930755,D
14.56547975623064,26.841529220990402,D
13.020456913897457,25.680129759015777,D
15.257470482668364,26.79407906661425,D
13.075369231296518,25.708918921622857,D
13.381663256425805,26.12395299319649,D
12.899162738528403,26.055328550283964,D
13.001109867562906,25.613924539850316,D
14.152557083471741,26.421851821130325,D
15.096638365256938,25.4530097892225,D
15.853919965510809,25.787922052667305,D
14.069454245546696,26.06555965878634,D
15.647230266524288,28.901520511562044,D
13.779879201216369,26.667231761951623,D
13.157919077828973,25.56695208505797,D
16.00668916296854,26.54058226625278,D
12.968543262509993,24.760773010276814,D
14.858549294805236,26.282041966094408,D
13.746703578849019,25.28749874448948,D
14.140902572300249,25.357788263897383,D
12.946479678799786,25.29640751350105,D
14.70810355741678,26.8765470771112,D
14.850790353611075,26.28018481746621,D
12.765551851665377,25.0172751076257,D
13.400420229405672,25.65578874570939,D
15.330370318205755,25.97562343824986,D
15.051223794840103,26.041537362969567,D
12.29927423355826,24.383144347633607,D
13.369926375190719,26.928450679704042,D
13.998250401779185,25.69004439861671,D
12.19086447533115,24.00838323074008,D
13.294703946744416,26.72657287412099,D
13.50697336080537,27.363010575954092,D
14.24084060988029,25.646682423668807,D
15.671058182511896,26.281272047893157,D
14.225147081691022,27.826948652829287,D
14.183726938887036,25.690827300605754,D
14.933683625329294,26.978058106037224,D
12.782977249476577,24.398922713184398,D
14.624930820950702,26.429904675529578,D
13.250149879861652,26.39601228136119,D
13.953552436058308,25.361528686845194,D
14.884917526096775,25.003196242536987,D
15.766798224001857,25.962902805878752,D
13.83621353835191,26.024050257234475,D
14.569819464733143,26.562315013316883,D
13.385720581655502,24.087609412380843,D
12.254382584023375,24.367869648913903,D
10.999161712666293,22.805768357473042,D
13.50438035042408,25.406561572660628,D
15.11723003169036,25.783398345179688,D
14.222256998639493,26.78434937584787,D
