Predator_individual_number,Predator_order,Predator_family,Predator_species,Predator_development_stage,Predator_body_length_[mm,_measured],Predator_body_mass_[mg,_calculated]_,Predator_sex,Study_site,Collection_date,Consumption_prey_Araneae,Consumption_prey_Diptera,Consumption_prey_Gamasidae,Consumption_prey_Isopoda,Consumption_prey_Lumbricidae,Consumption_prey_Oribatida,Consumption_prey_Staphylinidae,Consumption_prey_Collembola,Consumption_prey_Ceratophysella_denticulata,Consumption_prey_Folsomia_quadrioculata,Consumption_prey_Lepidocyrtus_lanuginosus,Consumption_prey_Protaphorura_armata,Consumption_prey_Pogonognathellus_longicornis,Consumption_prey_Lithobiidae
4076,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,10,12.23742378,female,HEW10,8.7.2010,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4077,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,10,12.23742378,male,HEW10,8.7.2010,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4078,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,4,1.44993766,NA,HEW10,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4079,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,10,12.23742378,male,HEW10,8.7.2010,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4100,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,subadult,7,5.334614259,female,HEW11,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4101,Lithobiomorpha,Lithobiidae,Lithobius_crassipes,adult,6,3.72616092,male,HEW11,8.7.2010,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,,
4102,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,subadult,8,7.279457173,male,HEW11,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4103,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,4,1.44993766,NA,HEW11,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4104,Lithobiomorpha,Lithobiidae,Lithobius_dentatus,adult,15,31.4486695,male,HEW11,8.7.2010,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,,
4105,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,10,12.23742378,female,HEW11,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4106,Lithobiomorpha,Lithobiidae,Lithobius_muticus,adult,11,15.27726276,female,HEW11,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4107,Lithobiomorpha,Lithobiidae,Lithobius_dentatus,adult,15,31.4486695,female,HEW11,8.7.2010,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,,
4108,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,15,31.4486695,female,HEW11,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4109,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,4,1.44993766,NA,HEW11,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4110,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,4,1.44993766,NA,HEW11,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4111,Lithobiomorpha,Lithobiidae,Lithobius_crassipes,adult,6,3.72616092,male,HEW11,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4113,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,12,18.70730693,male,HEW11,8.7.2010,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4114,Lithobiomorpha,Lithobiidae,Lithobius_muticus,adult,11,15.27726276,female,HEW11,8.7.2010,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,,
4115,Lithobiomorpha,Lithobiidae,Lithobius_muticus,adult,12,18.70730693,female,HEW11,8.7.2010,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,,
4117,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,11,15.27726276,female,HEW11,8.7.2010,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4118,Lithobiomorpha,Lithobiidae,Lithobius_muticus,adult,11,15.27726276,female,HEW11,8.7.2010,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4120,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,12,18.70730693,female,HEW11,8.7.2010,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4166,Lithobiomorpha,Lithobiidae,Lithobius_crassipes,adult,9,9.575773902,male,HEW12,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4167,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,4,1.44993766,NA,HEW12,8.7.2010,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4169,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,12,18.70730693,female,HEW12,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4170,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,5,2.437475925,NA,HEW12,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4171,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,10,12.23742378,male,HEW12,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4172,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,4,1.44993766,NA,HEW12,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4173,Lithobiomorpha,Lithobiidae,Lithobius_crassipes,adult,6,3.72616092,male,HEW12,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4174,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,4,1.44993766,NA,HEW12,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4175,Lithobiomorpha,Lithobiidae,Lithobius_muticus,subadult,6,3.72616092,male,HEW12,8.7.2010,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,,
4178,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,5,2.437475925,NA,HEW12,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4179,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,5,2.437475925,NA,HEW12,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4182,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,4,1.44993766,NA,HEW12,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4183,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,4,1.44993766,NA,HEW12,8.7.2010,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,,
4184,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,4,1.44993766,NA,HEW12,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4185,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,11,15.27726276,male,HEW12,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4226,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,5,2.437475925,NA,HEW36,8.7.2010,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,,
4227,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,5,2.437475925,NA,HEW36,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4229,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,subadult,6,3.72616092,female,HEW36,8.7.2010,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,,
4230,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,4,1.44993766,NA,HEW36,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4231,Lithobiomorpha,Lithobiidae,Lithobius_sp,subadult,4,1.44993766,NA,HEW36,8.7.2010,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,,
4232,Lithobiomorpha,Lithobiidae,Lithobius_aulacopus,adult,9,9.575773902,male,HEW36,8.7.2010,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4233,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,11,15.27726276,male,HEW36,8.7.2010,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,,
4234,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,subadult,8,7.279457173,male,HEW36,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4235,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,11,15.27726276,male,HEW36,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4236,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,11,15.27726276,male,HEW36,8.7.2010,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,,
4237,Lithobiomorpha,Lithobiidae,Lithobius_muticus,adult,13,22.53885726,male,HEW36,8.7.2010,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,,
4238,Lithobiomorpha,Lithobiidae,Lithobius_muticus,adult,11,15.27726276,male,HEW36,8.7.2010,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,,
4239,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,11,15.27726276,male,HEW36,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4240,Lithobiomorpha,Lithobiidae,Lithobius_muticus,adult,10,12.23742378,female,HEW36,8.7.2010,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4241,Lithobiomorpha,Lithobiidae,Lithobius_piceus,adult,12,18.70730693,male,HEW36,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4242,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,11,15.27726276,male,HEW36,8.7.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4243,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,11,15.27726276,male,HEW36,8.7.2010,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,
4244,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,11,15.27726276,male,HEW36,8.7.2010,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,,
4245,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,subadult,8,7.279457173,male,HEW36,8.7.2010,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,,
4246,Lithobiomorpha,Lithobiidae,Lithobius_mutabilis,adult,11,15.27726276,male,HEW36,8.7.2010,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,,
3566,Geophilomorpha,Geophilidae,Geophilus_sp,NA,15,6.699565591,NA,HEW10,24.6.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
2611,Geophilomorpha,Schendylidae,Schendyla_nemorensis,NA,15,6.699565591,NA,HEW10,28.10.2009,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
3564,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,13,5.498085675,NA,HEW10,24.6.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
3565,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,13,5.498085675,NA,HEW10,24.6.2010,0,0,1,0,0,1,1,0,NA,NA,NA,NA,NA,0,,
4052,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,14,6.118284492,NA,HEW10,8.7.2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
3184,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,15,6.699565591,NA,HEW10,15.6.2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
3185,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,16,7.246454761,NA,HEW10,15.6.2010,0,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,0,,
1913,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,16.5,7.508215918,NA,HEW10,8.10.2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
4051,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,21,9.579935152,NA,HEW10,8.7.2010,0,1,0,0,1,0,0,1,0,1,0,0,0,0,,
2996,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,24,10.74082649,NA,HEW10,3.11.2009,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,0,,
2997,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,24,10.74082649,NA,HEW10,3.11.2009,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,,
3567,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,24,10.74082649,NA,HEW10,24.6.2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
3299,Geophilomorpha,Schendylidae,Schendyla_nemorensis,NA,9,2.503053925,NA,HEW11,15.6.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
3298,Geophilomorpha,Schendylidae,Schendyla_nemorensis,NA,14,6.118284492,NA,HEW11,15.6.2010,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
1965,Geophilomorpha,Schendylidae,Schendyla_nemorensis,NA,18,8.251697412,NA,HEW11,8.10.2009,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,,
1963,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,11,4.118213498,NA,HEW11,8.10.2009,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
3302,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,11,4.118213498,NA,HEW11,15.6.2010,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,,
1959,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,13,5.498085675,NA,HEW11,8.10.2009,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
2646,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,14,6.118284492,NA,HEW11,28.10.2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3869,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,14,6.118284492,NA,HEW11,29.6.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
3870,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,15,6.699565591,NA,HEW11,29.6.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
3300,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,16,7.246454761,NA,HEW11,15.6.2010,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,,
3301,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,16,7.246454761,NA,HEW11,15.6.2010,0,0,0,1,0,0,1,1,0,0,0,0,0,0,,
3637,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,16,7.246454761,NA,HEW11,24.6.2010,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,0,,
3868,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,16,7.246454761,NA,HEW11,29.6.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
2647,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,20,9.158087083,NA,HEW11,28.10.2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
4091,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,22,9.983338159,NA,HEW11,8.7.2010,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
1958,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,25,11.09748202,NA,HEW11,8.10.2009,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,,
2358,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,26,11.44088486,NA,HEW11,20.10.2009,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,,
1964,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,30,12.69966289,NA,HEW11,8.10.2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
3303,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,30,12.69966289,NA,HEW11,15.6.2010,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,,
1962,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,47,16.70144631,NA,HEW11,8.10.2009,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,,
3325,Geophilomorpha,Geophilidae,Geophilus_sp,NA,35,14.06520796,NA,HEW12,15.6.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
3324,Geophilomorpha,Geophilidae,Geophilus_sp,NA,44,16.10897833,NA,HEW12,15.6.2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
3670,Geophilomorpha,Schendylidae,Schendyla_nemorensis,NA,8,1.585562302,NA,HEW12,24.6.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
2754,Geophilomorpha,Schendylidae,Schendyla_nemorensis,NA,9,2.503053925,NA,HEW12,28.10.2009,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
3669,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,10,3.344336576,NA,HEW12,24.6.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
4148,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,11,4.118213498,NA,HEW12,8.7.2010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,
2753,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,14,6.118284492,NA,HEW12,28.10.2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
2059,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,20,9.158087083,NA,HEW12,8.10.2009,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,,
2426,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,22,9.983338159,NA,HEW12,20.10.2009,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
2058,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,23,10.3698472,NA,HEW12,8.10.2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
3671,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,23,10.3698472,NA,HEW12,24.6.2010,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
2060,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,24,10.74082649,NA,HEW12,8.10.2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
3088,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,24,10.74082649,NA,HEW12,3.11.2009,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,0,,
2427,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,25,11.09748202,NA,HEW12,20.10.2009,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,,
3326,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,35,14.06520796,NA,HEW12,15.6.2010,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
2057,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,37,14.559746,NA,HEW12,8.10.2009,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
3765,Geophilomorpha,Geophilidae,Geophilus_sp,NA,11,4.118213498,NA,HEW36,24.6.2010,0,0,0,0,1,0,0,1,0,1,0,0,0,0,,
2489,Geophilomorpha,Schendylidae,Schendyla_nemorensis,NA,12,4.833557215,NA,HEW36,20.10.2009,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
3763,Geophilomorpha,Schendylidae,Schendyla_nemorensis,NA,14,6.118284492,NA,HEW36,24.6.2010,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
3764,Geophilomorpha,Schendylidae,Schendyla_nemorensis,NA,15,6.699565591,NA,HEW36,24.6.2010,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
4208,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,8,1.585562302,NA,HEW36,8.7.2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2173,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,11,4.118213498,NA,HEW36,8.10.2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4210,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,12,4.833557215,NA,HEW36,8.7.2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4209,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,13,5.498085675,NA,HEW36,8.7.2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
2488,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,14,6.118284492,NA,HEW36,20.10.2009,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
3499,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,15,6.699565591,NA,HEW36,15.6.2010,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,0,,
3980,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,15,6.699565591,NA,HEW36,29.6.2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
4211,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,16,7.246454761,NA,HEW36,8.7.2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2874,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,17,7.762757923,NA,HEW36,28.10.2009,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,
3979,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,20,9.158087083,NA,HEW36,29.6.2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
2873,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,24,10.74082649,NA,HEW36,28.10.2009,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,,
2174,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,25,11.09748202,NA,HEW36,8.10.2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
3136,Geophilomorpha,Linotaeniidae,Strigamia_acuminata,NA,26,11.44088486,NA,HEW36,3.11.2009,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
