"Species","Light","Nitrogen","Humidity","Temperature","GrowthRate"
"P.ostreotus",0,0,"Low",20,23.924
"P.ostreotus",10,0,"Low",20,34.132
"P.ostreotus",20,0,"Low",20,134.782
"P.ostreotus",0,5,"Low",20,44.516
"P.ostreotus",10,5,"Low",20,44.252
"P.ostreotus",20,5,"Low",20,81.08
"P.ostreotus",0,10,"Low",20,31.844
"P.ostreotus",10,10,"Low",20,53.624
"P.ostreotus",20,10,"Low",20,167.628
"P.ostreotus",0,20,"Low",20,109.416
"P.ostreotus",10,20,"Low",20,93.422
"P.ostreotus",20,20,"Low",20,138.104
"P.ostreotus",0,25,"Low",20,117.028
"P.ostreotus",10,25,"Low",20,122.968
"P.ostreotus",20,25,"Low",20,197.064
"P.ostreotus",0,30,"Low",20,40.556
"P.ostreotus",10,30,"Low",20,59.124
"P.ostreotus",20,30,"Low",20,212.002
"P.ostreotus",0,35,"Low",20,56.22
"P.ostreotus",10,35,"Low",20,61.082
"P.ostreotus",20,35,"Low",20,110.582
"P.ostreotus",0,40,"Low",20,55.296
"P.ostreotus",10,40,"Low",20,45.682
"P.ostreotus",20,40,"Low",20,106.204
"P.ostreotus",0,45,"Low",20,20.668
"P.ostreotus",10,45,"Low",20,42.954
"P.ostreotus",20,45,"Low",20,70.344
"P.ostreotus",0,0,"High",20,28.665
"P.ostreotus",10,0,"High",20,39.6925
"P.ostreotus",20,0,"High",20,88.945
"P.ostreotus",0,5,"High",20,24.32
"P.ostreotus",10,5,"High",20,44.3675
"P.ostreotus",20,5,"High",20,155.1925
"P.ostreotus",0,10,"High",20,81.19
"P.ostreotus",10,10,"High",20,68.705
"P.ostreotus",20,10,"High",20,191.96
"P.ostreotus",0,20,"High",20,86.085
"P.ostreotus",10,20,"High",20,102.9425
"P.ostreotus",20,20,"High",20,140.3425
"P.ostreotus",0,25,"High",20,126.4
"P.ostreotus",10,25,"High",20,102.4475
"P.ostreotus",20,25,"High",20,161.765
"P.ostreotus",0,30,"High",20,51.655
"P.ostreotus",10,30,"High",20,69.695
"P.ostreotus",20,30,"High",20,130.7725
"P.ostreotus",0,35,"High",20,88.89
"P.ostreotus",10,35,"High",20,70.9325
"P.ostreotus",20,35,"High",20,126.0975
"P.ostreotus",0,40,"High",20,26.3
"P.ostreotus",10,40,"High",20,60.18
"P.ostreotus",20,40,"High",20,121.285
"P.ostreotus",0,45,"High",20,19.645
"P.ostreotus",10,45,"High",20,46.485
"P.ostreotus",20,45,"High",20,87.35
"P.ostreotus",0,0,"Low",25,11.944
"P.ostreotus",10,0,"Low",25,26.29
"P.ostreotus",20,0,"Low",25,71.254
"P.ostreotus",0,5,"Low",25,20.98
"P.ostreotus",10,5,"Low",25,37.27
"P.ostreotus",20,5,"Low",25,77.86
"P.ostreotus",0,10,"Low",25,25.048
"P.ostreotus",10,10,"Low",25,44.092
"P.ostreotus",20,10,"Low",25,118.378
"P.ostreotus",0,20,"Low",25,131.968
"P.ostreotus",10,20,"Low",25,79.066
"P.ostreotus",20,20,"Low",25,153.028
"P.ostreotus",0,25,"Low",25,97.3
"P.ostreotus",10,25,"Low",25,95.14
"P.ostreotus",20,25,"Low",25,141.814
"P.ostreotus",0,30,"Low",25,31.132
"P.ostreotus",10,30,"Low",25,55.54
"P.ostreotus",20,30,"Low",25,94.474
"P.ostreotus",0,35,"Low",25,29.296
"P.ostreotus",10,35,"Low",25,50.59
"P.ostreotus",20,35,"Low",25,85.366
"P.ostreotus",0,40,"Low",25,59.428
"P.ostreotus",10,40,"Low",25,33.778
"P.ostreotus",20,40,"Low",25,78.76
"P.ostreotus",0,45,"Low",25,14.212
"P.ostreotus",10,45,"Low",25,29.332
"P.ostreotus",20,45,"Low",25,89.812
"P.ostreotus",0,0,"High",25,22.24
"P.ostreotus",10,0,"High",25,69.076
"P.ostreotus",20,0,"High",25,155.332
"P.ostreotus",0,5,"High",25,33.832
"P.ostreotus",10,5,"High",25,54.244
"P.ostreotus",20,5,"High",25,183.628
"P.ostreotus",0,10,"High",25,91.36
"P.ostreotus",10,10,"High",25,112.636
"P.ostreotus",20,10,"High",25,201.952
"P.ostreotus",0,20,"High",25,171.856
"P.ostreotus",10,20,"High",25,136.432
"P.ostreotus",20,20,"High",25,213.976
"P.ostreotus",0,25,"High",25,106.192
"P.ostreotus",10,25,"High",25,131.248
"P.ostreotus",20,25,"High",25,203.356
"P.ostreotus",0,30,"High",25,70.912
"P.ostreotus",10,30,"High",25,84.016
"P.ostreotus",20,30,"High",25,203.392
"P.ostreotus",0,35,"High",25,103.456
"P.ostreotus",10,35,"High",25,109.72
"P.ostreotus",20,35,"High",25,218.548
"P.ostreotus",0,40,"High",25,100
"P.ostreotus",10,40,"High",25,62.632
"P.ostreotus",20,40,"High",25,159.436
"P.ostreotus",0,45,"High",25,80.848
"P.ostreotus",10,45,"High",25,61.444
"P.ostreotus",20,45,"High",25,117.388
"P.cornucopiae",0,0,"Low",20,13.5799180207727
"P.cornucopiae",10,0,"Low",20,21.8539605305043
"P.cornucopiae",20,0,"Low",20,102.726012156762
"P.cornucopiae",0,5,"Low",20,15.7570518256008
"P.cornucopiae",10,5,"Low",20,29.2422239990095
"P.cornucopiae",20,5,"Low",20,125.119682792994
"P.cornucopiae",0,10,"Low",20,28.5300400288049
"P.cornucopiae",10,10,"Low",20,34.3039101581703
"P.cornucopiae",20,10,"Low",20,90.9746669488541
"P.cornucopiae",0,20,"Low",20,47.2629248980651
"P.cornucopiae",10,20,"Low",20,57.2062714698198
"P.cornucopiae",20,20,"Low",20,99.4409807510012
"P.cornucopiae",0,25,"Low",20,61.5846974501116
"P.cornucopiae",10,25,"Low",20,87.3127408579181
"P.cornucopiae",20,25,"Low",20,96.7686163409941
"P.cornucopiae",0,30,"Low",20,23.5032149202012
"P.cornucopiae",10,30,"Low",20,36.0954365449811
"P.cornucopiae",20,30,"Low",20,85.5505315487743
"P.cornucopiae",0,35,"Low",20,23.6199123840925
"P.cornucopiae",10,35,"Low",20,32.1112891260877
"P.cornucopiae",20,35,"Low",20,57.5072379333327
"P.cornucopiae",0,40,"Low",20,10.7776067528168
"P.cornucopiae",10,40,"Low",20,24.3326679284934
"P.cornucopiae",20,40,"Low",20,72.1315610485489
"P.cornucopiae",0,45,"Low",20,13.5024733969283
"P.cornucopiae",10,45,"Low",20,29.3403923193428
"P.cornucopiae",20,45,"Low",20,71.1436225676988
"P.cornucopiae",0,0,"High",20,110.196545983466
"P.cornucopiae",10,0,"High",20,113.084469647268
"P.cornucopiae",20,0,"High",20,338.966894072525
"P.cornucopiae",0,5,"High",20,72.4927440413849
"P.cornucopiae",10,5,"High",20,150.755424136188
"P.cornucopiae",20,5,"High",20,499.417644388541
"P.cornucopiae",0,10,"High",20,179.463446702076
"P.cornucopiae",10,10,"High",20,199.481229554108
"P.cornucopiae",20,10,"High",20,427.234541904288
"P.cornucopiae",0,20,"High",20,226.529273952297
"P.cornucopiae",10,20,"High",20,256.55666797978
"P.cornucopiae",20,20,"High",20,664.669276640727
"P.cornucopiae",0,25,"High",20,196.30916200838
"P.cornucopiae",10,25,"High",20,298.264120934878
"P.cornucopiae",20,25,"High",20,577.331999314349
"P.cornucopiae",0,30,"High",20,185.631508979206
"P.cornucopiae",10,30,"High",20,247.969341602535
"P.cornucopiae",20,30,"High",20,437.835732742976
"P.cornucopiae",0,35,"High",20,159.493290954442
"P.cornucopiae",10,35,"High",20,208.452156008157
"P.cornucopiae",20,35,"High",20,516.523947749456
"P.cornucopiae",0,40,"High",20,232.718386617401
"P.cornucopiae",10,40,"High",20,142.968527166721
"P.cornucopiae",20,40,"High",20,311.07403127146
"P.cornucopiae",0,45,"High",20,130.92283119858
"P.cornucopiae",10,45,"High",20,132.154752705486
"P.cornucopiae",20,45,"High",20,283.713508360679
"P.cornucopiae",0,0,"Low",25,16.130324316398
"P.cornucopiae",10,0,"Low",25,30.5564289790304
"P.cornucopiae",20,0,"Low",25,134.110474286899
"P.cornucopiae",0,5,"Low",25,55.9890608415282
"P.cornucopiae",10,5,"Low",25,41.7893490320485
"P.cornucopiae",20,5,"Low",25,100.554314015373
"P.cornucopiae",0,10,"Low",25,45.6515252353367
"P.cornucopiae",10,10,"Low",25,53.8031451957031
"P.cornucopiae",20,10,"Low",25,107.101704916646
"P.cornucopiae",0,20,"Low",25,72.4748937799004
"P.cornucopiae",10,20,"Low",25,96.9410909119969
"P.cornucopiae",20,20,"Low",25,124.883228414153
"P.cornucopiae",0,25,"Low",25,117.672609355127
"P.cornucopiae",10,25,"Low",25,105.35517469253
"P.cornucopiae",20,25,"Low",25,209.624196619558
"P.cornucopiae",0,30,"Low",25,74.3313639025117
"P.cornucopiae",10,30,"Low",25,74.4507133669928
"P.cornucopiae",20,30,"Low",25,90.7211469771337
"P.cornucopiae",0,35,"Low",25,28.9836392986953
"P.cornucopiae",10,35,"Low",25,49.7304118645485
"P.cornucopiae",20,35,"Low",25,182.812636235898
"P.cornucopiae",0,40,"Low",25,53.7897156145271
"P.cornucopiae",10,40,"Low",25,41.2447830436796
"P.cornucopiae",20,40,"Low",25,114.364494401183
"P.cornucopiae",0,45,"Low",25,8.2430888157092
"P.cornucopiae",10,45,"Low",25,43.7171697076648
"P.cornucopiae",20,45,"Low",25,72.478647751991
"P.cornucopiae",0,0,"High",25,38.59596506277
"P.cornucopiae",10,0,"High",25,127.909195274693
"P.cornucopiae",20,0,"High",25,215.122474617865
"P.cornucopiae",0,5,"High",25,32.9486334394345
"P.cornucopiae",10,5,"High",25,85.7242858509744
"P.cornucopiae",20,5,"High",25,294.998041095881
"P.cornucopiae",0,10,"High",25,99.8822201295272
"P.cornucopiae",10,10,"High",25,111.391028821615
"P.cornucopiae",20,10,"High",25,368.810553770147
"P.cornucopiae",0,20,"High",25,180.480204101718
"P.cornucopiae",10,20,"High",25,176.595062946021
"P.cornucopiae",20,20,"High",25,249.433701135748
"P.cornucopiae",0,25,"High",25,127.322548542929
"P.cornucopiae",10,25,"High",25,193.931649888815
"P.cornucopiae",20,25,"High",25,288.91248792896
"P.cornucopiae",0,30,"High",25,106.488060676285
"P.cornucopiae",10,30,"High",25,149.115366330525
"P.cornucopiae",20,30,"High",25,190.443633070579
"P.cornucopiae",0,35,"High",25,70.3947840339204
"P.cornucopiae",10,35,"High",25,119.019291985979
"P.cornucopiae",20,35,"High",25,228.448159649972
"P.cornucopiae",0,40,"High",25,78.0772167992437
"P.cornucopiae",10,40,"High",25,75.760565061109
"P.cornucopiae",20,40,"High",25,196.168182561294
"P.cornucopiae",0,45,"High",25,41.0436677550409
"P.cornucopiae",10,45,"High",25,61.2028563829064
"P.cornucopiae",20,45,"High",25,137.004569038848
